Title,Department,Location,Salary,Closing Date,UID,URL,Full Ad Text,scraped_date
Band 6 Physiotherapist,Ministry of Defence,"HMS Sultan, Military Road, Gosport, Portsmouth, PO12 3BY","35,392",2024-01-08,312941,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MzcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg3NjQ5OCZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NjE4LTRhZDI0MjI3YTRmOGY0MTBiNTBhMWQzNzc3NThlYTlhMzI1Nzc2NTc=,,
Approved Premises Residential Worker - (Full-time/Part-time/ Annualised Hours) (Ref:78986),HM Prison & Probation Service,"This position can be based at NPS 125 EDWARD STREET NUNEATON, CV11 5RD, NPS 33 KENILWORTH ROAD LEAMINGTON SPA, CV32 6JG, NPS 89 OMBERSLEY ROAD WORCESTER, WR3 7BT, NPS 96 EDGBASTON ROAD BIRMINGHAM, B12 9QA","23,637",2024-02-29,313159,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9ODAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg3NTc5NyZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NzgzLWEyZWM3YWI3Zjg0MGU0OWM3NGRiNjY5Y2I3YmM4OWIxMzMxNDk4YzM=,,
Payroll & Systems Manager,Government Actuary's Department,"10 South Colonnade, Canary Wharf, London E14 4PU","38,858",2024-01-07,313479,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg3NjA5NiZzZWFyY2hwYWdlPTI5JnJlcXNpZz0xNzA0MjI5NTg3LWE2ZjRmYzFlMzA0NTNlNmNlODkyNWQ2MDA2Y2NhZWY5ZGRlOTBlOGE=,,
Analyst,Government Actuary's Department,"10 South Colonnade, Canary Wharf, London E14 4PU","30,088",2024-01-15,313760,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT01NiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODc2MzIyJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NjkwLTA2M2E1ZGVjMDdkMDA0YTZkOTU2OTlmYTBmOGI3NzBiZjgxODk3ZDM=,,
Graduate Trainee Actuary,Government Actuary's Department,"10 South Colonnade, Canary Wharf, London E14 4PU","32,935",2024-01-15,313765,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT01NiZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4NzYzMjMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NjkwLTA2M2E1ZGVjMDdkMDA0YTZkOTU2OTlmYTBmOGI3NzBiZjgxODk3ZDM=,,
Civilian Medical Practitioner (CMP),Ministry of Defence,"Station Medical Centre, RAF Waddington, Lincoln, LN5 9NB","78,333",2024-01-16,313995,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODc2NTM1JnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHNvcnQ9Y2xvc2luZyZzZWFyY2hwYWdlPTY0JnJlcXNpZz0xNzA0MjI5NzIxLTlkNGI1NTFjZmUxN2QzMGU4ZTBjMGQ5YWYxODIyOGYxODI1ZWNiZmU=,,
Senior Civil Engineer,Forestry Commission,The post holder will operate across South England Forest District. The district manages the Public Forest Estate from Dorset and Wiltshire in the west to Berkshire and Surrey in the east. The postholder's ... see the job advert for full location information,"35,870",2024-01-28,314151,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmam9ibGlzdF92aWV3X3ZhYz0xODkxNjI3JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9NzYmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NzY3LTZiODJkZmUwYjc4MTlkMDM1MDU3YjNjYThlN2ViNDEwNzYyNzc5OTM=,,
Financial Reporting Manager,Department for Transport,"Birmingham, Leeds, London","51,997",2024-01-07,316467,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTIxMjEmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTIwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NTUzLWM0NGRkYjU2YzdhOTE2NDVhNDJkOTI3ZTUxMTIxMjI1NTAyYzMxZmY=,,
202310: Prison Officer - HMP Elmley,HM Prison & Probation Service,"Eastchurch, South East England, ME12 4AY","34,402",2024-01-11,316955,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTQ1JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4MDMwMiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Youth Justice Worker - HMYOI Cookham Wood ,HM Prison & Probation Service,"London, London (region), SE28 0EB","32,902",2024-01-11,316968,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODgwMjk2JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZzZWFyY2hwYWdlPTQ1JnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Berwyn,HM Prison & Probation Service,"Pentre Maelor, Wales, LL13 9QE","30,902",2024-01-11,316980,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODgwMjkyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTQ2Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NjUyLTE0Zjk4ZjdlMDVkNTc3YWRiOTRlM2I1OGM0MjdkNzEwMTAwNzBkMzA=,,
202310: Prison Officer - HMP Bullingdon,HM Prison & Probation Service,"Upper Arncott, South East England, OX25 1PZ","34,402",2024-01-11,316999,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODAyOTQmc2VhcmNocGFnZT00NSZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Guys Marsh,HM Prison & Probation Service,"Guy's Marsh, South West England, SP7 0AH","30,902",2024-01-11,317169,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODAzMjUmcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT00NSZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Highpoint,HM Prison & Probation Service,"Cowlinge, East of England, CB8 9YG","32,902",2024-01-11,317179,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTQ1JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4MDMzMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Youth Justice Worker - HMP YOI Feltham Futures,HM Prison & Probation Service,"Rochester, South East England, ME1 3LU : Feltham, London (region), TW13 4ND","36,363",2024-01-11,317277,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT00NSZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODgwMzI2JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
Information Governance Manager (ITS Band 4/HEO),Health and Safety Executive,"Aberdeen, Ashford (Kent), Basingstoke, Bedford, Birmingham, Bootle, Bristol, Buxton, Cardiff, Carlisle, Carmarthen, Chelmsford, Crewe, Edinburgh, Glasgow, Inverness, Leeds, Newcastle-upon-Tyne, Norwich, ... see the job advert for full location information","32,802",2024-01-15,317330,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODkyMDEyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTU2JnJlcXNpZz0xNzA0MjI5NjkwLTA2M2E1ZGVjMDdkMDA0YTZkOTU2OTlmYTBmOGI3NzBiZjgxODk3ZDM=,,
202310: Prison Officer - HMP Frankland Futures,HM Prison & Probation Service,"Durham, North East England, DH1 5YD : Chainbridge, East of England, PE15 0PR","30,902",2024-01-11,317343,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODgwMzI3Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZzZWFyY2hwYWdlPTQ1JnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Hindley Futures,HM Prison & Probation Service,"Eastchurch, South East England, ME12 4AY : Bickershaw, North West England, WN2 5TN","30,902",2024-01-11,317398,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTQ1JmpvYmxpc3Rfdmlld192YWM9MTg4MDMyOSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Lewes,HM Prison & Probation Service,"Lewes, South East England, BN7 1EA","30,902",2024-01-11,317465,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT00NSZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODgwMzQ4JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Humber Futures,HM Prison & Probation Service,"South Cave, Yorkshire and the Humber, HU15 2JZ : Milton Keynes, South East England, MK4 4DA","30,902",2024-01-11,317474,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT00NSZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODgwMzM0JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Lancaster Farms Futures,HM Prison & Probation Service,"Lancaster, North West England, LA1 3QZ : Eastchurch, South East England, ME12 4AY","30,902",2024-01-11,317502,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODgwMzM3JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTQ1JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Onley,HM Prison & Probation Service,"Onley, East Midlands (England), CV23 8AP","30,902",2024-01-11,317517,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODgwMzY3JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTQ1JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Portland and IRC The Verne,HM Prison & Probation Service,"Grove, South West England, DT5 1DL : Fortuneswell, South West England, DT5 1EQ","30,902",2024-01-11,317526,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODAzMTAmc2VhcmNocGFnZT00NSZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Swaleside,HM Prison & Probation Service,"Eastchurch, South East England, ME12 4AX","34,402",2024-01-11,317541,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTQ1JmpvYmxpc3Rfdmlld192YWM9MTg4MDMyMyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
Qualified Lawyers ,Government Legal Department,"Bristol, Leeds, London, Manchester","47,541",2024-01-23,317545,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT03MyZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODc5NTg5JnJlcXNpZz0xNzA0MjI5NzU1LTZiZGZjMTVjODFkMzE0OTQ1N2QyYjAyNWY3NzE5MjVkY2NmMDQ0N2Q=,,
202310: Prison Officer - HMP Nottingham Futures,HM Prison & Probation Service,"Eastchurch, South East England, ME12 4AX : Nottingham, East Midlands (England), NG5 3AG","30,902",2024-01-11,317547,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODAzNTAmcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT00NSZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Whitemoor,HM Prison & Probation Service,"Chainbridge, East of England, PE15 0PR","30,902",2024-01-11,317557,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjMwMTYwOTQmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTQ1JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4MDMzMyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Woodhill,HM Prison & Probation Service,"Milton Keynes, South East England, MK4 4DA","34,402",2024-01-11,317574,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT00NSZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODgwMzM1JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Send,HM Prison & Probation Service,"Burntcommon, South East England, GU23 7LJ","34,851",2024-01-11,317580,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZzZWFyY2hwYWdlPTQ1JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4MDMxOSZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Manchester Futures,HM Prison & Probation Service,"Manchester, North West England, M60 9AH : Evesham, West Midlands (England), WR11 5TZ","30,902",2024-01-11,317584,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZzZWFyY2hwYWdlPTQ1JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4MDM0NCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
202310: Prison Officer - HMP Long Lartin,HM Prison & Probation Service,"Evesham, West Midlands (England), WR11 5TZ","30,902",2024-01-11,317681,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODA2MjAmcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT00NSZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
Senior Policy Lead,Department for Transport,"Birmingham, Leeds","51,997",2024-01-21,317838,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTcwJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODkyMDk4JnJlcXNpZz0xNzA0MjI5NzQ0LTgzMzlhMTMwZjViZWJkYWZkZjM3OTliNTQwMTQyNWFkNDdkYWM0NWU=,,
202310: Prison Officer - HMP Eastwood Park,HM Prison & Probation Service,"Falfield, South West England, GL12 8DB","30,902",2024-01-11,317861,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODAzMDAmcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT00NSZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnJlcXNpZz0xNzA0MjI5NjQ4LWQxZDAwNGYwY2VlMmY0ZTVmMzUwOTYwNjQ3MDYwMWUxNGM2M2NkNmI=,,
Burnham Lecturer,Ministry of Defence,MOD Lyneham,"36,034",2024-01-15,317920,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4NzIxOSZ1c2Vyc2VhcmNoY29udGV4dD02MzAxNjA5NCZzZWFyY2hwYWdlPTYxJm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzA0MjI5NzA5LWI5ZDY3ZjJjMTRlM2M5MzViOTcyYzAyOGViMTUxMzJhNTdiNDIwNjE=,,
Chief Data Officer,Department of Health and Social Care,London or Leeds. Regular travel to London and occasional travel between other DHSC locations nationally will be required.,"100,000",2024-01-10,317930,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYzMDE2MDk0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NDImam9ibGlzdF92aWV3X3ZhYz0xODkxMTA5JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzA0MjI5NjM3LTgwZTMyNThkY2E3NTY0MzI3M2VhNjQ2N2Q5MmYxZmRmZjNlODQyNDM=,,
